FIPS,NAICS2017,NAICS2017_LABEL,n
48015,4451,Grocery stores,11
48015,44511,Supermarkets and other grocery (except convenience) stores,5
48015,722,Food services and drinking places,46
48355,4451,Grocery stores,55
48355,44511,Supermarkets and other grocery (except convenience) stores,27
48355,4453,"Beer, wine, and liquor stores",29
48355,722,Food services and drinking places,807
48355,7224,Drinking places (alcoholic beverages),79
48089,4451,Grocery stores,12
48089,44511,Supermarkets and other grocery (except convenience) stores,6
48089,4453,"Beer, wine, and liquor stores",3
48089,722,Food services and drinking places,36
48089,7224,Drinking places (alcoholic beverages),3
48409,4451,Grocery stores,11
48409,44511,Supermarkets and other grocery (except convenience) stores,7
48409,4453,"Beer, wine, and liquor stores",5
48409,722,Food services and drinking places,111
48409,7224,Drinking places (alcoholic beverages),4
48379,4451,Grocery stores,3
48379,722,Food services and drinking places,13
48381,4451,Grocery stores,13
48381,44511,Supermarkets and other grocery (except convenience) stores,10
48381,4453,"Beer, wine, and liquor stores",9
48381,722,Food services and drinking places,208
48381,7224,Drinking places (alcoholic beverages),9
48385,4453,"Beer, wine, and liquor stores",3
48385,722,Food services and drinking places,8
48411,4451,Grocery stores,3
48411,722,Food services and drinking places,11
48507,4451,Grocery stores,4
48507,722,Food services and drinking places,15
48057,4451,Grocery stores,5
48057,722,Food services and drinking places,43
48065,722,Food services and drinking places,9
48161,4451,Grocery stores,3
48161,722,Food services and drinking places,24
48175,722,Food services and drinking places,14
48193,4453,"Beer, wine, and liquor stores",4
48193,722,Food services and drinking places,21
48197,722,Food services and drinking places,8
48335,722,Food services and drinking places,13
48449,4451,Grocery stores,6
48449,44511,Supermarkets and other grocery (except convenience) stores,4
48449,722,Food services and drinking places,58
48285,4451,Grocery stores,4
48285,44511,Supermarkets and other grocery (except convenience) stores,3
48285,4453,"Beer, wine, and liquor stores",3
48285,722,Food services and drinking places,23
48291,4451,Grocery stores,18
48291,44511,Supermarkets and other grocery (except convenience) stores,11
48291,722,Food services and drinking places,86
48291,7224,Drinking places (alcoholic beverages),5
48445,722,Food services and drinking places,20
48497,4451,Grocery stores,14
48497,44511,Supermarkets and other grocery (except convenience) stores,9
48497,4453,"Beer, wine, and liquor stores",6
48497,722,Food services and drinking places,87
48321,4451,Grocery stores,17
48321,44511,Supermarkets and other grocery (except convenience) stores,5
48321,4453,"Beer, wine, and liquor stores",8
48321,722,Food services and drinking places,68
48321,7224,Drinking places (alcoholic beverages),6
48371,4451,Grocery stores,3
48371,4453,"Beer, wine, and liquor stores",3
48371,722,Food services and drinking places,32
48371,7224,Drinking places (alcoholic beverages),3
48395,4451,Grocery stores,7
48395,44511,Supermarkets and other grocery (except convenience) stores,5
48395,722,Food services and drinking places,20
48397,4451,Grocery stores,19
48397,44511,Supermarkets and other grocery (except convenience) stores,13
48397,4453,"Beer, wine, and liquor stores",3
48397,722,Food services and drinking places,200
48401,4451,Grocery stores,6
48401,44511,Supermarkets and other grocery (except convenience) stores,3
48401,722,Food services and drinking places,61
48441,4451,Grocery stores,20
48441,44511,Supermarkets and other grocery (except convenience) stores,14
48441,4453,"Beer, wine, and liquor stores",14
48441,722,Food services and drinking places,276
48441,7224,Drinking places (alcoholic beverages),18
48455,4451,Grocery stores,3
48455,4453,"Beer, wine, and liquor stores",3
48455,722,Food services and drinking places,15
48471,4451,Grocery stores,9
48471,44511,Supermarkets and other grocery (except convenience) stores,7
48471,4453,"Beer, wine, and liquor stores",5
48471,722,Food services and drinking places,98
48471,7224,Drinking places (alcoholic beverages),7
48499,4451,Grocery stores,4
48499,44511,Supermarkets and other grocery (except convenience) stores,4
48499,722,Food services and drinking places,65
48019,4451,Grocery stores,5
48019,722,Food services and drinking places,34
48019,7224,Drinking places (alcoholic beverages),6
48007,4451,Grocery stores,3
48007,722,Food services and drinking places,52
48007,7224,Drinking places (alcoholic beverages),6
48075,722,Food services and drinking places,15
48081,4451,Grocery stores,3
48081,44511,Supermarkets and other grocery (except convenience) stores,3
48081,722,Food services and drinking places,6
48091,4451,Grocery stores,12
48091,44511,Supermarkets and other grocery (except convenience) stores,8
48091,4453,"Beer, wine, and liquor stores",12
48091,722,Food services and drinking places,305
48091,7224,Drinking places (alcoholic beverages),31
48099,4451,Grocery stores,13
48099,44511,Supermarkets and other grocery (except convenience) stores,3
48099,4453,"Beer, wine, and liquor stores",4
48099,722,Food services and drinking places,78
48099,7224,Drinking places (alcoholic beverages),4
48211,722,Food services and drinking places,6
48225,4451,Grocery stores,5
48225,44511,Supermarkets and other grocery (except convenience) stores,3
48225,722,Food services and drinking places,29
48341,4451,Grocery stores,8
48341,44511,Supermarkets and other grocery (except convenience) stores,5
48341,722,Food services and drinking places,36
48349,4451,Grocery stores,8
48349,44511,Supermarkets and other grocery (except convenience) stores,7
48349,4453,"Beer, wine, and liquor stores",5
48349,722,Food services and drinking places,57
48375,4451,Grocery stores,20
48375,44511,Supermarkets and other grocery (except convenience) stores,14
48375,4453,"Beer, wine, and liquor stores",15
48375,722,Food services and drinking places,314
48375,7224,Drinking places (alcoholic beverages),34
48405,4451,Grocery stores,4
48405,44511,Supermarkets and other grocery (except convenience) stores,3
48405,722,Food services and drinking places,6
48415,4453,"Beer, wine, and liquor stores",3
48415,722,Food services and drinking places,35
48417,722,Food services and drinking places,6
48427,4451,Grocery stores,20
48427,44511,Supermarkets and other grocery (except convenience) stores,7
48427,4453,"Beer, wine, and liquor stores",6
48427,722,Food services and drinking places,58
48433,722,Food services and drinking places,4
48461,722,Food services and drinking places,5
48021,4451,Grocery stores,21
48021,44511,Supermarkets and other grocery (except convenience) stores,9
48021,4453,"Beer, wine, and liquor stores",9
48021,722,Food services and drinking places,121
48021,7224,Drinking places (alcoholic beverages),8
48049,4451,Grocery stores,10
48049,44511,Supermarkets and other grocery (except convenience) stores,8
48049,4453,"Beer, wine, and liquor stores",4
48049,722,Food services and drinking places,78
48049,7224,Drinking places (alcoholic beverages),5
48191,722,Food services and drinking places,8
48025,4451,Grocery stores,3
48025,722,Food services and drinking places,42
48025,7224,Drinking places (alcoholic beverages),6
48159,722,Food services and drinking places,12
48163,4451,Grocery stores,5
48163,722,Food services and drinking places,29
48103,722,Food services and drinking places,8
48281,4451,Grocery stores,3
48281,4453,"Beer, wine, and liquor stores",4
48281,722,Food services and drinking places,34
50021,4451,Grocery stores,30
50021,44511,Supermarkets and other grocery (except convenience) stores,21
50021,4453,"Beer, wine, and liquor stores",11
50021,722,Food services and drinking places,193
50021,7224,Drinking places (alcoholic beverages),20
50019,4451,Grocery stores,15
50019,44511,Supermarkets and other grocery (except convenience) stores,12
50019,4453,"Beer, wine, and liquor stores",5
50019,722,Food services and drinking places,42
50019,7224,Drinking places (alcoholic beverages),3
50013,4451,Grocery stores,6
50013,44511,Supermarkets and other grocery (except convenience) stores,5
50013,722,Food services and drinking places,9
50017,4451,Grocery stores,8
50017,44511,Supermarkets and other grocery (except convenience) stores,7
50017,4453,"Beer, wine, and liquor stores",3
50017,722,Food services and drinking places,41
50007,4451,Grocery stores,73
50007,44511,Supermarkets and other grocery (except convenience) stores,55
50007,4453,"Beer, wine, and liquor stores",24
50007,722,Food services and drinking places,412
50007,7224,Drinking places (alcoholic beverages),30
50015,4451,Grocery stores,16
50015,44511,Supermarkets and other grocery (except convenience) stores,11
50015,4453,"Beer, wine, and liquor stores",6
50015,722,Food services and drinking places,83
50015,7224,Drinking places (alcoholic beverages),4
50027,4451,Grocery stores,26
50027,44511,Supermarkets and other grocery (except convenience) stores,23
50027,4453,"Beer, wine, and liquor stores",16
50027,722,Food services and drinking places,145
50027,7224,Drinking places (alcoholic beverages),6
50011,4451,Grocery stores,20
50011,44511,Supermarkets and other grocery (except convenience) stores,16
50011,4453,"Beer, wine, and liquor stores",10
50011,722,Food services and drinking places,84
50011,7224,Drinking places (alcoholic beverages),5
5063,4451,Grocery stores,11
5063,44511,Supermarkets and other grocery (except convenience) stores,8
5063,722,Food services and drinking places,68
5079,722,Food services and drinking places,13
5083,4451,Grocery stores,4
5083,722,Food services and drinking places,30
5083,7224,Drinking places (alcoholic beverages),3
5053,722,Food services and drinking places,15
5035,4451,Grocery stores,11
5035,44511,Supermarkets and other grocery (except convenience) stores,7
5035,4453,"Beer, wine, and liquor stores",5
5035,722,Food services and drinking places,64
5047,4451,Grocery stores,3
5047,4453,"Beer, wine, and liquor stores",7
5047,722,Food services and drinking places,26
5045,4451,Grocery stores,15
5045,44511,Supermarkets and other grocery (except convenience) stores,12
5045,722,Food services and drinking places,202
5109,4451,Grocery stores,5
5109,44511,Supermarkets and other grocery (except convenience) stores,4
5109,722,Food services and drinking places,15
5069,4451,Grocery stores,19
5069,44511,Supermarkets and other grocery (except convenience) stores,17
5069,4453,"Beer, wine, and liquor stores",13
5069,722,Food services and drinking places,104
5089,4451,Grocery stores,3
5089,44511,Supermarkets and other grocery (except convenience) stores,3
5089,4453,"Beer, wine, and liquor stores",3
5089,722,Food services and drinking places,18
5097,722,Food services and drinking places,8
5127,722,Food services and drinking places,14
5129,722,Food services and drinking places,12
5131,4451,Grocery stores,25
5131,44511,Supermarkets and other grocery (except convenience) stores,20
5131,4453,"Beer, wine, and liquor stores",15
5131,722,Food services and drinking places,275
5131,7224,Drinking places (alcoholic beverages),9
5033,4451,Grocery stores,13
5033,44511,Supermarkets and other grocery (except convenience) stores,8
5033,722,Food services and drinking places,71
5007,4451,Grocery stores,52
5007,44511,Supermarkets and other grocery (except convenience) stores,50
5007,4453,"Beer, wine, and liquor stores",26
5007,722,Food services and drinking places,451
5007,7224,Drinking places (alcoholic beverages),7
5017,4451,Grocery stores,4
5017,44511,Supermarkets and other grocery (except convenience) stores,3
5017,4453,"Beer, wine, and liquor stores",4
5017,722,Food services and drinking places,10
5059,4451,Grocery stores,6
5059,44511,Supermarkets and other grocery (except convenience) stores,5
5059,722,Food services and drinking places,34
5071,722,Food services and drinking places,33
5077,722,Food services and drinking places,4
5087,722,Food services and drinking places,18
5041,4451,Grocery stores,7
5041,44511,Supermarkets and other grocery (except convenience) stores,4
5041,4453,"Beer, wine, and liquor stores",3
5041,722,Food services and drinking places,22
5049,4451,Grocery stores,3
5049,44511,Supermarkets and other grocery (except convenience) stores,3
5049,722,Food services and drinking places,10
5061,4451,Grocery stores,3
5061,44511,Supermarkets and other grocery (except convenience) stores,3
5061,722,Food services and drinking places,17
5051,4451,Grocery stores,18
5051,44511,Supermarkets and other grocery (except convenience) stores,14
5051,4453,"Beer, wine, and liquor stores",24
5051,722,Food services and drinking places,246
5051,7224,Drinking places (alcoholic beverages),10
5093,4451,Grocery stores,9
5093,44511,Supermarkets and other grocery (except convenience) stores,9
5093,4453,"Beer, wine, and liquor stores",3
5093,722,Food services and drinking places,63
5115,4451,Grocery stores,7
5115,44511,Supermarkets and other grocery (except convenience) stores,7
5115,722,Food services and drinking places,117
5117,4451,Grocery stores,3
5117,44511,Supermarkets and other grocery (except convenience) stores,3
5117,4453,"Beer, wine, and liquor stores",5
5117,722,Food services and drinking places,9
5139,4451,Grocery stores,7
5139,44511,Supermarkets and other grocery (except convenience) stores,6
5139,4453,"Beer, wine, and liquor stores",5
5139,722,Food services and drinking places,69
5147,4451,Grocery stores,5
5147,44511,Supermarkets and other grocery (except convenience) stores,3
5147,722,Food services and drinking places,8
5023,4451,Grocery stores,6
5023,44511,Supermarkets and other grocery (except convenience) stores,5
5023,722,Food services and drinking places,51
5025,722,Food services and drinking places,3
5067,4451,Grocery stores,4
5067,4453,"Beer, wine, and liquor stores",5
5067,722,Food services and drinking places,20
5057,4451,Grocery stores,5
5057,44511,Supermarkets and other grocery (except convenience) stores,4
5057,722,Food services and drinking places,29
5135,4451,Grocery stores,4
5135,44511,Supermarkets and other grocery (except convenience) stores,3
5135,722,Food services and drinking places,21
5137,722,Food services and drinking places,17
5143,4451,Grocery stores,44
5143,44511,Supermarkets and other grocery (except convenience) stores,42
5143,4453,"Beer, wine, and liquor stores",20
5143,722,Food services and drinking places,527
5143,7224,Drinking places (alcoholic beverages),34
5005,4451,Grocery stores,9
5005,44511,Supermarkets and other grocery (except convenience) stores,9
5005,4453,"Beer, wine, and liquor stores",14
5005,722,Food services and drinking places,77
5003,722,Food services and drinking places,25
5031,4451,Grocery stores,24
5031,44511,Supermarkets and other grocery (except convenience) stores,22
5031,722,Food services and drinking places,217
5031,7224,Drinking places (alcoholic beverages),3
5055,4451,Grocery stores,6
5055,44511,Supermarkets and other grocery (except convenience) stores,6
5055,4453,"Beer, wine, and liquor stores",6
5055,722,Food services and drinking places,66
5073,4451,Grocery stores,3
5073,44511,Supermarkets and other grocery (except convenience) stores,3
5073,722,Food services and drinking places,5
5105,4451,Grocery stores,4
5105,722,Food services and drinking places,5
5107,4451,Grocery stores,6
5107,44511,Supermarkets and other grocery (except convenience) stores,5
5107,4453,"Beer, wine, and liquor stores",3
5107,722,Food services and drinking places,24
5111,4451,Grocery stores,6
5111,44511,Supermarkets and other grocery (except convenience) stores,6
5111,4453,"Beer, wine, and liquor stores",6
5111,722,Food services and drinking places,37
5133,4451,Grocery stores,3
5133,44511,Supermarkets and other grocery (except convenience) stores,3
5133,722,Food services and drinking places,18
5149,4451,Grocery stores,6
5149,44511,Supermarkets and other grocery (except convenience) stores,5
5149,722,Food services and drinking places,18
5013,722,Food services and drinking places,4
5019,4453,"Beer, wine, and liquor stores",4
5019,722,Food services and drinking places,51
5011,722,Food services and drinking places,14
5075,4451,Grocery stores,6
5075,44511,Supermarkets and other grocery (except convenience) stores,4
5075,722,Food services and drinking places,24
5095,4451,Grocery stores,5
5095,44511,Supermarkets and other grocery (except convenience) stores,3
5095,722,Food services and drinking places,14
5113,4451,Grocery stores,3
5113,722,Food services and drinking places,26
5029,4451,Grocery stores,4
5029,44511,Supermarkets and other grocery (except convenience) stores,3
5029,4453,"Beer, wine, and liquor stores",11
5029,722,Food services and drinking places,27
5103,4451,Grocery stores,7
5103,44511,Supermarkets and other grocery (except convenience) stores,6
5103,4453,"Beer, wine, and liquor stores",4
5103,722,Food services and drinking places,28
5101,722,Food services and drinking places,9
5001,4451,Grocery stores,5
5001,44511,Supermarkets and other grocery (except convenience) stores,3
5001,722,Food services and drinking places,36
5081,4453,"Beer, wine, and liquor stores",3
5081,722,Food services and drinking places,11
5085,4451,Grocery stores,10
5085,44511,Supermarkets and other grocery (except convenience) stores,7
5085,722,Food services and drinking places,82
5015,4451,Grocery stores,8
5015,44511,Supermarkets and other grocery (except convenience) stores,7
5015,4453,"Beer, wine, and liquor stores",6
5015,722,Food services and drinking places,73
5015,7224,Drinking places (alcoholic beverages),4
5091,4451,Grocery stores,8
5091,44511,Supermarkets and other grocery (except convenience) stores,7
5091,4453,"Beer, wine, and liquor stores",17
5091,722,Food services and drinking places,51
5091,7224,Drinking places (alcoholic beverages),4
5123,4451,Grocery stores,8
5123,44511,Supermarkets and other grocery (except convenience) stores,5
5123,4453,"Beer, wine, and liquor stores",5
5123,722,Food services and drinking places,25
5119,4451,Grocery stores,81
5119,44511,Supermarkets and other grocery (except convenience) stores,54
5119,4453,"Beer, wine, and liquor stores",84
5119,722,Food services and drinking places,917
5119,7224,Drinking places (alcoholic beverages),30
5145,4451,Grocery stores,11
5145,44511,Supermarkets and other grocery (except convenience) stores,11
5145,722,Food services and drinking places,131
6047,4451,Grocery stores,74
6047,44511,Supermarkets and other grocery (except convenience) stores,61
6047,4453,"Beer, wine, and liquor stores",15
6047,722,Food services and drinking places,327
6047,7224,Drinking places (alcoholic beverages),17
6033,4451,Grocery stores,31
6033,44511,Supermarkets and other grocery (except convenience) stores,21
6033,4453,"Beer, wine, and liquor stores",3
6033,722,Food services and drinking places,102
6033,7224,Drinking places (alcoholic beverages),8
6043,4451,Grocery stores,7
6043,44511,Supermarkets and other grocery (except convenience) stores,6
6043,4453,"Beer, wine, and liquor stores",4
6043,722,Food services and drinking places,26
6043,7224,Drinking places (alcoholic beverages),5
6049,4451,Grocery stores,4
6049,44511,Supermarkets and other grocery (except convenience) stores,4
6049,722,Food services and drinking places,13
6115,4451,Grocery stores,14
6115,44511,Supermarkets and other grocery (except convenience) stores,9
6115,4453,"Beer, wine, and liquor stores",7
6115,722,Food services and drinking places,78
6115,7224,Drinking places (alcoholic beverages),5
6013,4451,Grocery stores,274
6013,44511,Supermarkets and other grocery (except convenience) stores,208
6013,4453,"Beer, wine, and liquor stores",82
6013,722,Food services and drinking places,2060
6013,7224,Drinking places (alcoholic beverages),74
6027,4451,Grocery stores,6
6027,44511,Supermarkets and other grocery (except convenience) stores,5
6027,722,Food services and drinking places,51
6027,7224,Drinking places (alcoholic beverages),4
6035,4451,Grocery stores,9
6035,44511,Supermarkets and other grocery (except convenience) stores,7
6035,722,Food services and drinking places,37
6035,7224,Drinking places (alcoholic beverages),5
6099,4451,Grocery stores,166
6099,44511,Supermarkets and other grocery (except convenience) stores,121
6099,4453,"Beer, wine, and liquor stores",47
6099,722,Food services and drinking places,886
6099,7224,Drinking places (alcoholic beverages),35
6083,4451,Grocery stores,154
6083,44511,Supermarkets and other grocery (except convenience) stores,118
6083,4453,"Beer, wine, and liquor stores",97
6083,722,Food services and drinking places,1076
6083,7224,Drinking places (alcoholic beverages),58
6097,4451,Grocery stores,193
6097,44511,Supermarkets and other grocery (except convenience) stores,144
6097,4453,"Beer, wine, and liquor stores",75
6097,722,Food services and drinking places,1186
6097,7224,Drinking places (alcoholic beverages),57
6103,4451,Grocery stores,14
6103,44511,Supermarkets and other grocery (except convenience) stores,10
6103,722,Food services and drinking places,92
6103,7224,Drinking places (alcoholic beverages),5
6025,4451,Grocery stores,52
6025,44511,Supermarkets and other grocery (except convenience) stores,28
6025,4453,"Beer, wine, and liquor stores",10
6025,722,Food services and drinking places,244
6025,7224,Drinking places (alcoholic beverages),6
6051,4451,Grocery stores,6
6051,44511,Supermarkets and other grocery (except convenience) stores,4
6051,722,Food services and drinking places,78
6069,4451,Grocery stores,14
6069,44511,Supermarkets and other grocery (except convenience) stores,9
6069,4453,"Beer, wine, and liquor stores",6
6069,722,Food services and drinking places,84
6069,7224,Drinking places (alcoholic beverages),5
6001,4451,Grocery stores,470
6001,44511,Supermarkets and other grocery (except convenience) stores,367
6001,4453,"Beer, wine, and liquor stores",185
6001,722,Food services and drinking places,4077
6001,7224,Drinking places (alcoholic beverages),163
6067,4451,Grocery stores,380
6067,44511,Supermarkets and other grocery (except convenience) stores,287
6067,4453,"Beer, wine, and liquor stores",131
6067,722,Food services and drinking places,2898
6067,7224,Drinking places (alcoholic beverages),105
6017,4451,Grocery stores,47
6017,44511,Supermarkets and other grocery (except convenience) stores,35
6017,4453,"Beer, wine, and liquor stores",19
6017,722,Food services and drinking places,414
6017,7224,Drinking places (alcoholic beverages),17
6055,4451,Grocery stores,51
6055,44511,Supermarkets and other grocery (except convenience) stores,35
6055,4453,"Beer, wine, and liquor stores",44
6055,722,Food services and drinking places,309
6055,7224,Drinking places (alcoholic beverages),17
6053,4451,Grocery stores,155
6053,44511,Supermarkets and other grocery (except convenience) stores,118
6053,4453,"Beer, wine, and liquor stores",46
6053,722,Food services and drinking places,850
6053,7224,Drinking places (alcoholic beverages),24
6075,4451,Grocery stores,391
6075,44511,Supermarkets and other grocery (except convenience) stores,334
6075,4453,"Beer, wine, and liquor stores",111
6075,722,Food services and drinking places,4203
6075,7224,Drinking places (alcoholic beverages),419
6091,722,Food services and drinking places,9
28037,722,Food services and drinking places,4
28027,4451,Grocery stores,13
28027,44511,Supermarkets and other grocery (except convenience) stores,7
28027,4453,"Beer, wine, and liquor stores",4
28027,722,Food services and drinking places,37
28061,4451,Grocery stores,4
28061,44511,Supermarkets and other grocery (except convenience) stores,3
28061,722,Food services and drinking places,11
28067,4451,Grocery stores,12
28067,44511,Supermarkets and other grocery (except convenience) stores,9
28067,4453,"Beer, wine, and liquor stores",9
28067,722,Food services and drinking places,99
28147,4451,Grocery stores,4
28147,44511,Supermarkets and other grocery (except convenience) stores,3
28147,722,Food services and drinking places,14
28095,4451,Grocery stores,7
28095,44511,Supermarkets and other grocery (except convenience) stores,5
28095,4453,"Beer, wine, and liquor stores",4
28095,722,Food services and drinking places,41
28115,4451,Grocery stores,10
28115,44511,Supermarkets and other grocery (except convenience) stores,7
28115,722,Food services and drinking places,42
28051,4451,Grocery stores,4
28051,44511,Supermarkets and other grocery (except convenience) stores,3
28051,4453,"Beer, wine, and liquor stores",5
28051,722,Food services and drinking places,13
28005,722,Food services and drinking places,5
28089,4451,Grocery stores,23
28089,44511,Supermarkets and other grocery (except convenience) stores,17
28089,4453,"Beer, wine, and liquor stores",26
28089,722,Food services and drinking places,249
28013,4451,Grocery stores,7
28013,44511,Supermarkets and other grocery (except convenience) stores,5
28013,722,Food services and drinking places,7
28091,4451,Grocery stores,6
28091,44511,Supermarkets and other grocery (except convenience) stores,3
28091,4453,"Beer, wine, and liquor stores",3
28091,722,Food services and drinking places,34
28141,4451,Grocery stores,12
28141,44511,Supermarkets and other grocery (except convenience) stores,10
28141,722,Food services and drinking places,27
28153,4451,Grocery stores,4
28153,44511,Supermarkets and other grocery (except convenience) stores,3
28153,722,Food services and drinking places,29
28041,4451,Grocery stores,3
28041,44511,Supermarkets and other grocery (except convenience) stores,3
28041,722,Food services and drinking places,6
28093,4451,Grocery stores,3
28093,4453,"Beer, wine, and liquor stores",6
28093,722,Food services and drinking places,23
28119,722,Food services and drinking places,7
28109,4451,Grocery stores,9
28109,44511,Supermarkets and other grocery (except convenience) stores,8
28109,722,Food services and drinking places,72
28079,4451,Grocery stores,3
28079,722,Food services and drinking places,24
28103,4451,Grocery stores,6
28103,44511,Supermarkets and other grocery (except convenience) stores,3
28103,722,Food services and drinking places,7
28099,4451,Grocery stores,4
28099,44511,Supermarkets and other grocery (except convenience) stores,3
28099,4453,"Beer, wine, and liquor stores",3
28099,722,Food services and drinking places,35
28121,4451,Grocery stores,19
28121,44511,Supermarkets and other grocery (except convenience) stores,13
28121,722,Food services and drinking places,290
28137,4453,"Beer, wine, and liquor stores",4
28137,722,Food services and drinking places,31
28151,4451,Grocery stores,11
28151,44511,Supermarkets and other grocery (except convenience) stores,6
28151,4453,"Beer, wine, and liquor stores",6
28151,722,Food services and drinking places,64
28077,4451,Grocery stores,5
28077,44511,Supermarkets and other grocery (except convenience) stores,4
28077,722,Food services and drinking places,7
28107,4451,Grocery stores,9
28107,44511,Supermarkets and other grocery (except convenience) stores,4
28107,4453,"Beer, wine, and liquor stores",6
28107,722,Food services and drinking places,44
28111,722,Food services and drinking places,3
28161,4451,Grocery stores,4
28161,44511,Supermarkets and other grocery (except convenience) stores,3
28161,4453,"Beer, wine, and liquor stores",4
28161,722,Food services and drinking places,13
28017,4451,Grocery stores,4
28017,44511,Supermarkets and other grocery (except convenience) stores,4
28017,722,Food services and drinking places,17
28015,722,Food services and drinking places,5
28029,4451,Grocery stores,6
28029,4453,"Beer, wine, and liquor stores",4
28029,722,Food services and drinking places,29
28039,4451,Grocery stores,7
28039,722,Food services and drinking places,32
28043,722,Food services and drinking places,47
28049,4451,Grocery stores,47
28049,44511,Supermarkets and other grocery (except convenience) stores,26
28049,4453,"Beer, wine, and liquor stores",35
28049,722,Food services and drinking places,422
28049,7224,Drinking places (alcoholic beverages),10
28101,4451,Grocery stores,7
28101,44511,Supermarkets and other grocery (except convenience) stores,5
28101,722,Food services and drinking places,20
28145,4451,Grocery stores,7
28145,44511,Supermarkets and other grocery (except convenience) stores,4
28145,4453,"Beer, wine, and liquor stores",3
28145,722,Food services and drinking places,37
28117,4451,Grocery stores,5
28117,44511,Supermarkets and other grocery (except convenience) stores,5
28117,722,Food services and drinking places,35
28125,722,Food services and drinking places,5
28139,4451,Grocery stores,4
28139,44511,Supermarkets and other grocery (except convenience) stores,4
28139,722,Food services and drinking places,20
28019,4451,Grocery stores,3
28019,44511,Supermarkets and other grocery (except convenience) stores,3
28019,722,Food services and drinking places,7
28035,4451,Grocery stores,27
28035,44511,Supermarkets and other grocery (except convenience) stores,13
28035,4453,"Beer, wine, and liquor stores",19
28035,722,Food services and drinking places,175
28035,7224,Drinking places (alcoholic beverages),8
28045,4451,Grocery stores,8
28045,44511,Supermarkets and other grocery (except convenience) stores,3
28045,4453,"Beer, wine, and liquor stores",13
28045,722,Food services and drinking places,90
28045,7224,Drinking places (alcoholic beverages),5
28057,4451,Grocery stores,6
28057,44511,Supermarkets and other grocery (except convenience) stores,5
28057,4453,"Beer, wine, and liquor stores",3
28057,722,Food services and drinking places,31
28071,4451,Grocery stores,4
28071,44511,Supermarkets and other grocery (except convenience) stores,3
28071,4453,"Beer, wine, and liquor stores",12
28071,722,Food services and drinking places,165
28071,7224,Drinking places (alcoholic beverages),5
28059,4451,Grocery stores,30
28059,44511,Supermarkets and other grocery (except convenience) stores,20
28059,4453,"Beer, wine, and liquor stores",24
28059,722,Food services and drinking places,226
28059,7224,Drinking places (alcoholic beverages),15
28087,4451,Grocery stores,21
28087,44511,Supermarkets and other grocery (except convenience) stores,7
28087,4453,"Beer, wine, and liquor stores",8
28087,722,Food services and drinking places,109
28083,4451,Grocery stores,20
28083,44511,Supermarkets and other grocery (except convenience) stores,10
28083,4453,"Beer, wine, and liquor stores",7
28083,722,Food services and drinking places,48
28143,4451,Grocery stores,5
28143,44511,Supermarkets and other grocery (except convenience) stores,3
28143,722,Food services and drinking places,17
28157,4451,Grocery stores,3
28157,44511,Supermarkets and other grocery (except convenience) stores,3
28157,722,Food services and drinking places,4
28021,4451,Grocery stores,3
28021,722,Food services and drinking places,7
28047,4451,Grocery stores,32
28047,44511,Supermarkets and other grocery (except convenience) stores,19
28047,4453,"Beer, wine, and liquor stores",29
28047,722,Food services and drinking places,430
28047,7224,Drinking places (alcoholic beverages),18
28065,4451,Grocery stores,4
28065,722,Food services and drinking places,9
28075,4451,Grocery stores,16
28075,44511,Supermarkets and other grocery (except convenience) stores,6
28075,4453,"Beer, wine, and liquor stores",10
28075,722,Food services and drinking places,139
28075,7224,Drinking places (alcoholic beverages),3
28085,4451,Grocery stores,6
28085,44511,Supermarkets and other grocery (except convenience) stores,4
28085,4453,"Beer, wine, and liquor stores",4
28085,722,Food services and drinking places,55
28123,4451,Grocery stores,10
28123,44511,Supermarkets and other grocery (except convenience) stores,8
28123,722,Food services and drinking places,40
28127,4451,Grocery stores,5
28127,44511,Supermarkets and other grocery (except convenience) stores,3
28127,722,Food services and drinking places,34
28159,4451,Grocery stores,5
28159,44511,Supermarkets and other grocery (except convenience) stores,3
28159,4453,"Beer, wine, and liquor stores",3
28159,722,Food services and drinking places,27
28163,4451,Grocery stores,5
28163,44511,Supermarkets and other grocery (except convenience) stores,5
28163,4453,"Beer, wine, and liquor stores",3
28163,722,Food services and drinking places,27
28007,4451,Grocery stores,4
28007,722,Food services and drinking places,27
28011,4451,Grocery stores,11
28011,44511,Supermarkets and other grocery (except convenience) stores,5
28011,4453,"Beer, wine, and liquor stores",9
28011,722,Food services and drinking places,57
28073,4451,Grocery stores,14
28073,44511,Supermarkets and other grocery (except convenience) stores,10
28073,4453,"Beer, wine, and liquor stores",10
28073,722,Food services and drinking places,122
28081,4451,Grocery stores,28
28081,44511,Supermarkets and other grocery (except convenience) stores,19
28081,4453,"Beer, wine, and liquor stores",19
28081,722,Food services and drinking places,205
28113,4451,Grocery stores,11
28113,44511,Supermarkets and other grocery (except convenience) stores,7
28113,4453,"Beer, wine, and liquor stores",10
28113,722,Food services and drinking places,70
28135,4451,Grocery stores,4
28135,722,Food services and drinking places,9
28129,4451,Grocery stores,3
28129,44511,Supermarkets and other grocery (except convenience) stores,3
28129,722,Food services and drinking places,7
28131,722,Food services and drinking places,27
28149,4451,Grocery stores,6
28149,44511,Supermarkets and other grocery (except convenience) stores,3
28149,4453,"Beer, wine, and liquor stores",6
28149,722,Food services and drinking places,82
